"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1981_2010_Average","Percent_NRCS_1981_2010_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1981_2010_Average_inches","NRCS_1981_2010_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Bloody Dick","355	","Montana","SNOTEL","Beaverhead","7600","45.16507","-113.50099","100200011002	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","86","4","1","Lowest",,,"1.41","0","0","26","2019, 2020, 2021, more","2011","22"
"Blue Lakes","356	","California","SNOTEL","Alpine","8067","38.608","-119.92437","180400120101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"20.68","4","0","69","2015, 2018, 2020, more","2011","22"
"Blue Mountain Spring","357	","Oregon","SNOTEL","Grant","5870","44.24767","-118.51722","170501160104	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","96","2","1","Lowest",,,"0.21","0","0","5","2019, 2020, 2021, more","2011","24"
"Bobs Hollow","1278	","Utah","SNOTEL","Millard","9319","38.94569","-112.15349","160300051401	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"7.25","0","0","29","2017, 2018, 2020","2019","4"
"Bogus Basin","978	","Idaho","SNOTEL","Boise","6340","43.76377","-116.09685","170501220201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","86","4","1","Lowest",,,"3.27","0","0","45","2018, 2020, 2021, more","2011","22"
"Bondurant","0865	","Wyoming","ACIS","Sublette","6620","43.2","-110.4","170401030207	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.03","0","0","2","2018, 2019, 2020, more","2004","68"
"Bone Springs Div","358	","Wyoming","SNOTEL","Sheridan","9350","44.67888","-107.5811","100800100102	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","32",,,"117","123","52","48","49","6","65","7","12",,,,"27.39","26","0","80","2006","2011","18"
"Bonneville Dam","350897	","Oregon","ACIS","Multnomah","62","45.6353","-121.9522","170800010801	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","77"
"Boss Mountain Mine","1C20P	","British Columbia","Cooperator Snow Sensors","	","4846","52.1","-120.86667","	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","3",,,"34","43","4","4","4","-4","32","14","7",,,,"8.7","7","0","26","2015, 2016, 2018, more","2002","20"
"Bostetter R.S.","359	","Idaho","SNOTEL","Cassia","7500","42.16442","-114.19272","170402120201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"1.07","0","0","15","2018, 2019, 2020, more","2011","14"
"Boulder Mountain","360	","Montana","SNOTEL","Meagher","7950","46.5596","-111.28973","100301030501	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","27",,,"92","92","40","36","36","-2.5","42","12","8",,,,"29.45","29.5","3","72","2007","2011","20"
"Boulder Rearing Stn","0951	","Wyoming","ACIS","Sublette","6940","42.71666","-109.68333","140401020602	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","32"
"Bourne","361	","Oregon","SNOTEL","Baker","5850","44.83052","-118.18787","170502030101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.79","0","0","11","2018, 2019, 2020, more","2011","14"
"Bowman Springs","362	","Oregon","SNOTEL","Umatilla","4530","45.36428","-118.46715","170701030401	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","14"
"Box Canyon","363	","Montana","SNOTEL","Park","6670","45.2719","-110.24903","100700020902	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","94","2","1","Lowest",,,"0.16","0","0","3","2019, 2020, 2021, more","2011","19"
"Box Creek","364	","Utah","SNOTEL","Sevier","9853","38.50809","-112.01856","160300020106	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","91","3","1","Lowest",,,"2.09","0","0","31","2018, 2020, 2021, more","2011","23"
"Box Springs","1156	","Utah","SNOTEL","Piute","9228","38.49746","-112.00779","160300020107	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","11"
"Brackett Creek","365	","Montana","SNOTEL","Gallatin","7320","45.89107","-110.93851","100700030403	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","4",,,"23","36","6","5","6","-7","22","15","4",,,,"17.16","11","0","68","2004, 2007, 2013","2011","19"
"Brian Head","1154	","Utah","SNOTEL","Iron","10039","37.67994","-112.85674","160300060201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","67","4","1","Lowest",,,"6.8","0","0","58","2018, 2020, 2021, more","2019","10"
"Brighton","366	","Utah","SNOTEL","Salt Lake","8766","40.59936","-111.58167","160202040201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"9.52","0","0","70","2017, 2018, 2020, more","2011","23"
"Bristlecone Trail","1111	","Nevada","SNOTEL","Clark","8890","36.31575","-115.69543","150100150206	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","12"
"Brooklyn Lake","367	","Wyoming","SNOTEL","Albany","10240","41.35885","-106.23209","101800100502	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","14",,,"56","68","16","14","17","-6.5","35","12","7",,,,"25.11","20.5","0","93","2012, 2018","2011","18"
"Brown Duck","368	","Utah","SNOTEL","Duchesne","10574","40.58102","-110.58587","140600030604	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0","0","0","0","0","-16.5","35","12","1","Lowest",,,"22.17","16.5","0","92","2018, 2020, 2021, more","2011","18"
"Brown Top","1080	","Washington","SNOTEL","Whatcom","5830","48.92755","-121.19713","171100050601	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","83",,,"98","98","51","51","51","-2","45","7","6",,,,"84.67","85","35","148","2019","2011","12"
"Brumley","369	","Colorado","SNOTEL","Lake","10600","39.08766","-106.5417","110200010101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"3.76","0","0","24","2017, 2018, 2020, more","2019","17"
"Brundage Reservoir","370	","Idaho","SNOTEL","Adams","6250","45.04315","-116.13253","170602100104	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"10","33","1","1","1","-2","44","10","8",,,,"9.71","3","0","58","2016, 2018, 2020, more","2011","17"
"Buck Flat","371	","Utah","SNOTEL","Sanpete","9409","39.134","-111.43722","140600090302	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"3.61","0","0","35","2017, 2018, 2020, more","2011","18"
"Buck Pasture","1192	","Utah","SNOTEL","Summit","9632","40.84456","-110.66068","140401070301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","2",,,"83",,"4","4","4","2","78","3","8",,,,"2.4","0","0","18","2017, 2018, 2020, more","2019","10"
"Buckboard Flat","1153	","Utah","SNOTEL","San Juan","8924","37.86943","-109.44717","140802030103	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","9"
"Buckhorn","2216	","Nevada","SCAN","Washoe","3925","40.87959","-119.9534","180800020104	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","58",,,"300",,,"829","829","58","100","1","3","Highest",,,"19.33","0","0","58","2015, 2018","2021","3"
"Buckinghorse","1107	","Washington","SNOTEL","Jefferson","4870","47.7086","-123.45747","171100200501	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","88",,,"117","142","48","60","55","26","67","5","9",,,,"75.08","62","0","163","2015","2011","13"
"Buckskin Joe","938	","Colorado","SNOTEL","Park","11150","39.3035","-106.11307","101900010102	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","15",,,"102","150","38","26","31","5","58","9","12",,,,"14.65","10","0","57","2009, 2012, 2018, more","2019","20"
"Buckskin Lake AM","1292	","Oregon","SNOLITE","Harney","5190","43.02503","-118.94785","171200030206	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020","2018, 2019, 2020","3"
"Buckskin Lower","373	","Nevada","SNOTEL","Humboldt","6930","41.75067","-117.53182","160401090502	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.06","0","0","1","2018, 2019, 2020, more","2006","16"
"Buffalo Park","913	","Colorado","SNOTEL","Grand","9240","40.22861","-106.59528","140100010706	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0","0","0","0","0","-1","41","11","1","Lowest",,,"6.44","1","0","31","2018, 2020, 2021, more","2011","18"
"Bug Lake","374	","Utah","SNOTEL","Rich","7987","41.68541","-111.41987","160102010102	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"4.86","0","0","54","2016, 2018, 2020, more","2011","21"
"Bull Basin AM","1293	","Idaho","SNOLITE","Owyhee","5480","42.35673","-116.95906","170501041703	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","4"
"Bumping Ridge","375	","Washington","SNOTEL","Yakima","4610","46.81003","-121.33058","170300020105	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","59","8","1","Lowest",,,"11.89","0","0","55","2019, 2020, 2021, more","2011","18"
"Bunchgrass Mdw","376	","Washington","SNOTEL","Pend Oreille","5000","48.68688","-117.17633","170102160401	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0","0","0","0","0","-22","31","12","1","Lowest",,,"19.88","22","0","64","2016, 2019, 2021, more","2011","17"
"Burgess Junction","377	","Wyoming","SNOTEL","Sheridan","7880","44.78765","-107.52917","100901010202	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"9.56","0.5","0","48","2016, 2018, 2020, more","2011","16"
"Burnside Lake","1051	","California","SNOTEL","Alpine","8129","38.71943","-119.8942","160502010107	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"11.06","0","0","53","2016, 2018, 2020, more","2011","17"
"Burnt Bridge Creek","3C08P	","British Columbia","Cooperator Snow Sensors","	","4360","52.46667","-126.23333","	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","33",,,"138","165","28","37","38","13","60","9","13",,,,"24","20","0","70","2004, 2015","2007, 2012","21"
"Burnt Mountain","942	","Washington","SNOTEL","Pierce","4170","47.0444","-121.94032","171100140103	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"7.75","0","0","55","2018, 2019, 2020, more","2008","20"
"Burnt Mtn","981	","Montana","SNOTEL","Carbon","5880","45.2401","-109.45961","100700060802	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","94","2","1","Lowest",,,"0.37","0","0","7","2019, 2020, 2021, more","2011","19"
"Burro Mountain","378	","Colorado","SNOTEL","Rio Blanco","9400","39.87505","-107.59853","140500050302	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","76","5","1","Lowest",,,"11.83","0","0","159","2018, 2020, 2021, more","2004","18"
"Burroughs Creek","379	","Wyoming","SNOTEL","Fremont","8750","43.69733","-109.67021","100800010102	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0","0","0","0","0","-1","44","10","1","Lowest",,,"9.47","1","0","63","2018, 2020, 2021, more","2011","17"
"Burts Miller Ranch","1135	","Utah","SNOTEL","Summit","8000","40.98492","-110.85075","160101010105	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.09","0","0","1","2018, 2019, 2020, more","2011","11"
"Butte","380	","Colorado","SNOTEL","Gunnison","10160","38.89433","-106.953","140200010206	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","80","4","1","Lowest",,,"2.25","0","0","23","2018, 2020, 2021, more","2019","16"
"Calamity","1109	","Washington","SNOTEL","Skamania","2500","45.90362","-122.21633","170800020603	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","12"
"Call Meadows AM","1289	","Oregon","SNOLITE","Harney","5380","43.81191","-118.78565","171200010201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.33","0","0","1","2018, 2019","2020","3"
"Calvert Creek","381	","Montana","SNOTEL","Deer Lodge","6430","45.8838","-113.32553","100200040801	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","18"
"Camas Creek Divide","382	","Idaho","SNOTEL","Elmore","5710","43.26548","-115.3453","170402200101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","11"
"Camp Jackson","383	","Utah","SNOTEL","San Juan","8858","37.81333","-109.48723","140802010301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.14","0","0","3","2017, 2018, 2020, more","2019","22"
"Canyon","384	","Wyoming","SNOTEL","Park","7870","44.71961","-110.51084","100700010705	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","82","4","1","Lowest",,,"3.11","0","0","38","2019, 2020, 2021, more","2011","18"
"Carrot Basin","385	","Montana","SNOTEL","Gallatin","9000","44.96192","-111.29403","100200080105	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","60",,,"121","113","71","64","67","7","83","5","20",,,,"49.64","53","0","100","2001","2011","25"
"Carson Pass","1067	","California","SNOTEL","Alpine","8360","38.6927","-120.0022","180201290101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","50","9","1","Lowest",,,"21.35","0","0","78","2018, 2020, 2021, more","2011","17"
"Cascade","386	","Colorado","SNOTEL","San Juan","8880","37.65083","-107.80602","140801040201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","93","2","1","Lowest",,,"0.19","0","0","3","2019, 2020, 2021, more","2005","16"
"Cascade #2","387	","Colorado","SNOTEL","San Juan","8920","37.658","-107.80268","140801040201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","14"
"Cascade Mountain","1039	","Utah","SNOTEL","Utah","7774","40.283","-111.60992","160202030505	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","2",,,"271",,"4","3","4","2","94","2","18","2nd Highest",,,"0.74","0","0","12","2018, 2019, 2020, more","2011","19"
"Cascade Summit","388	","Oregon","SNOTEL","Deschutes","5100","43.59042","-122.0601","170900010301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","59","10","1","Lowest",,,"10.78","0","0","73","2019, 2020, 2021, more","2011","23"
"Casper Mtn.","389	","Wyoming","SNOTEL","Natrona","7900","42.73389","-106.31861","101800070804	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","52","12","1","Lowest",,,"6.54","0","0","70","2018, 2020, 2021, more","2003","24"
"Castle Creek","1130	","Wyoming","SNOTEL","Fremont","8400","43.6748","-109.3774","100800010401	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","90","2","1","Lowest",,,"0.27","0","0","3","2019, 2020, 2021, more","2013","11"
"Castle Valley","390	","Utah","SNOTEL","Iron","9607","37.66098","-112.74093","160300010201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0.06","0","0","1","2017, 2018, 2020, more","2019","17"
"Cave Mountain","1152	","Nevada","SNOTEL","White Pine","10578","39.16337","-114.6133","160600080402	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"13",,"1","2","3","1","67","4","7",,,,"7.8","0","0","54","2017, 2018, 2020, more","2019","10"
"Cayuse Pass","1085	","Washington","SNOTEL","Pierce","5240","46.86954","-121.5343","171100140301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","71",,,"90","91","40","44","43","-7","43","9","7",,,,"79.13","78","0","182","2015","2011","15"
"Cedar Kiteen","4B18P	","British Columbia","Cooperator Snow Sensors","	","2992","55.15","-128.7","	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","14",,,"85","467","13","20","24","11","57","7","9",,,,"16.47","3","0","64","2010, 2016, 2017, more","2007","15"
"Cedar Pass","391	","California","SNOTEL","Modoc","7030","41.58233","-120.3025","180200020603	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"4.07","0","0","42","2018, 2019, 2020, more","2011","14"
"Celista Mountain","1F06P	","British Columbia","Cooperator Snow Sensors","	","5030","51.4","-118.98333","	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","32",,,"86","82","33","32","31","-7","38","11","7",,,,"37.12","39","9","66","2005","2011","17"
"Chalender","1139	","Arizona","SNOTEL","Coconino","7100","35.26247","-112.06231","150602020305	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","1",,,"1,100",,"5","6","6","1","100","1","11","Highest",,,"0.09","0","0","1","2018, 2019, 2020, more","2021","11"
"Chalk Creek #1","392	","Utah","SNOTEL","Summit","9171","40.85464","-111.04765","160201010301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0","0","0","0","0","-1.5","43","14","1","Lowest",,,"15.5","1.5","0","86","2018, 2020, 2021, more","2011","24"
"Chalk Creek #2","393	","Utah","SNOTEL","Summit","8208","40.88529","-111.06954","160201010301	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","87","4","1","Lowest",,,"2.75","0","0","49","2018, 2020, 2021, more","2011","24"
"Chamita","394	","New Mexico","SNOTEL","Rio Arriba","8400","36.95636","-106.65682","130201020204	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","88","3","1","Lowest",,,"0.12","0","0","1","2019, 2020, 2021, more","2007, 2010","17"
"Chapman Tunnel","1101	","Colorado","SNOTEL","Pitkin","10110","39.26217","-106.62931","140100040504	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"8.75","2","0","35","2012, 2018, 2020, more","2011","12"
"Charkiln","2145	","Nevada","SCAN","Clark","6683","36.36651","-115.82047","160600150101	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2019, 2020, 2021, more","2019, 2020, 2021, more","10"
"Checkers Creek","2213	","Alaska","SCAN","Nome","326","65.403","-164.711","190501050503	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2015, 2016","2015, 2016","2"
"Chemult Alternate","395	","Oregon","SNOTEL","Klamath","4850","43.22625","-121.80662","180102010201	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT",,,,,,,,,,,,,,,,"0","0","0","0","2018, 2019, 2020, more","2018, 2019, 2020, more","15"
"Chena Lakes","1260	","Alaska","SNOTEL","Fairbanks North Star","500","64.75793","-147.21823","190803060901	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,,,"0",,,"0",,"1","1",,,,"0","0","0","0","2021","2021","1"
"Chepeta","396	","Utah","SNOTEL","Duchesne","10499","40.77458","-110.0105","140600031202	","May 29, 2021, end of day ","5-30-2021, 07:51 PM MDT","0",,,"0",,"0","0","0","0","56","8","1","Lowest",,,"9.53","0","0","58","2018, 2020, 2021, more","2011","17"
